reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_brainmetastasis	minFlux_breastcancer	maxFlux_brainmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_0433	0.49557	-0.2894	0.14496	1.2555e-205	7.7119e-209	9.2913e-210	-0.08847__-0.11351	0.05418__0.059169	0__-0.19562	-0.083064__-0.11081	-0.689__-0.50447	3.6412__3.7694	1	1.2555e-205	-0.12371	-0.15321	-0.045888	-0.070525	0.74961	1.334
HMR_0437	0.49557	0.2894	0.14496	1.2555e-205	7.7119e-209	9.292e-210	0.08847__0.11351	0.05418__0.059169	0__0	0.083064__0.11081	0.689__0.50447	3.6412__3.7694	1	1.2555e-205	0.045888	0.070525	0.12371	0.15321	0.74961	1.334
Fatty acid biosynthesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
DESAT18_10	1.0	0.5716	0.14804	0	0	0	-2.8103e-16__-8.4282e-17	2.4937e-16__6.9344e-17	0__0	-2.648e-16__-8.1266e-17	-0.55239__-0.021623	4.0069__3.7002	1	0	-4.2766e-16	-1.2478e-16	-1.1117e-16	-4.2463e-17	3.2584	0.30689
Fatty acid oxidation	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ALDD21	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
C181CPT1	0.49557	0.2896	0.14496	1.2555e-205	7.7119e-209	9.2938e-210	34.1714__43.8429	20.927__22.854	-7.2014e-14__0	32.0833__42.8003	0.689__0.50447	3.6412__3.7694	1	1.2555e-205	17.7241	27.2405	47.7841	59.1785	0.74961	1.334
FAOXC2051843m	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FAOXC226205x	1.0	0.8891	0.15189	0	0	0	0__2.4513e-16	0__1.6283e-16	0__0	0__2.4037e-16	none	none	1	0	0.0	1.3794e-16	0.0	3.54e-16	0	Inf
HPDCACRNt	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
r1400	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.008846__-0.0098631	0.0025807__0.0032506	-0.019301__0	-0.0087117__-0.0097578	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.010264	-0.01147	-0.0072526	-0.008098	0.8928	1.1201
C100CPT1	1.9496e-21	0.3353	0.14505	0	0	0	2.060939e-19__112.3469	5.728164e-19__248.7009	0__0	1.77268e-19__109.1618	0.33941__-0.095402	3.6055__2.9895	1	0	-1.4444000000000002e-19	-57.826	5.2669e-19	286.4041	1.6239e-21	6.15801171082729e+20
C120CPT1	1.0	-0.72	0.1477	0	0	0	4.5018e-13__-2.904e-18	4.2489e-13__9.1919e-18	0__0	4.1423e-13__-3.104e-18	0.51015__0.49843	4.0332__4.3937	1	0	1.4814e-13	-7.8903e-18	6.9355e-13	1.097e-18	-133449.5176	-7.4935e-06
C12DCACOT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
C6CRNe	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FAOXC6C4m	0.0	-0.9965	0.14607	0	0	0	0.13633__9.1821e-15	0.09088__5.8423e-15	0__0	0.12799__8.9797e-15	1.1239__-0.14206	8.9981__3.472	1	0	0.062755	5.3276e-15	0.19628	1.2938e-14	14253108046009.83	7.016e-14
SUBERCACT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
SUBERCROT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HXCOAc	0.76358	0.1028	0.14496	1.2433e-31	2.9318e-32	4.3202e-29	-246.2153__-197.2826	297.1329__287.0086	-499.1134__-999.415	-239.3127__-199.4178	0.098094__0.13854	2.64__2.9569	1	1.2433e-31	-469.8032	-395.4614	-41.5671	-6.3338	1.2001	0.83329
HXCOAx	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Folate metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3929	0.0	0.6471	0.14505	0	0	0	0__97.5703	0__104.0711	0__-183.5107	0__78.7973	none	none	1	0	0.0	16.3233	0.0	159.6565	0	Inf
HMR_3972	0.29958	0.3216	0.14496	0	0	0	113.5718__176.4316	42.36157__112.9871	-1.3792e-12__0	108.6908__156.9749	0.93837__0.83114	5.1164__3.6556	1	0	83.9121	88.4962	137.9087	248.8517	0.69241	1.4442
HMR_4335	0.2457	-0.483	0.14496	0	0	0	113.5732__78.86286	42.3618__44.2732	-1.3793e-12__-2.1677e-12	108.6923__75.23247	0.93837__0.9172	5.1164__5.5066	1	0	83.9132	46.6439	137.9103	106.3377	1.4448	0.69216
HMR_4655	0.056847	-0.5966	0.14496	0	0	0	-113.5732__-180.2534	42.3618__72.3386	-376.3023__-723.2446	-108.6923__-170.1476	-0.93837__-0.96044	5.1164__4.806	1	0	-137.9103	-219.6181	-83.9132	-130.1959	0.63881	1.5654
HMR_4656	0.2457	-0.483	0.14496	0	0	0	113.5732__78.86286	42.3618__44.2732	-1.3793e-12__0	108.6923__75.23247	0.93837__0.9172	5.1164__5.5066	1	0	83.9132	46.6439	137.9103	106.3377	1.4448	0.69216
HMR_8132	0.0	0.6896	0.14496	0	0	0	12.0379__37.8145	3.51194__25.888	-2.15612e-11__17.9587	11.8551__33.1791	1.6311__0.93	15.8353__3.99917	1	0	9.8695	17.3314	13.967	53.7192	0.3573	2.7987
HMR_8144	0.0	-0.6472	0.14496	0	0	0	1.49381e-14__-97.5703	1.409861e-14__104.0711	0__-712.7194	1.37455e-14__-78.7973	0.51012__-0.95435	4.0331__4.1964	1	0	4.916e-15	-159.6565	2.3013e-14	-16.3233	-1.7444e-16	-5732576904122387
Galactose metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3944	0.58207	0.191	0.14513	1.3337e-137	3.8011e-161	1.5808e-144	317.763__405.1715	213.4563__238.6448	500__500	293.1878__384.6638	0.52445__0.3241	2.5736__2.3099	1	1.3337e-137	138.5667	218.4769	471.7276	573.6566	0.76219	1.312
HMR_4128	1.0	-0.9024	0.14684	0	0	0	5.4896e-10__-2.3126e-08	2.0181e-09__1.6504e-08	0__0	5.2108e-10__-2.2231e-08	0.43849__-0.54146	5.7894__4.4276	1	0	-5.8457e-10	-3.2836e-08	1.5261e-09	-1.1739e-08	-0.02344	-42.6626
HMR_4131	0.6766	-0.1266	0.14496	2.2747e-55	2.3977e-59	3.7389e-65	412.1436__360.6659	224.1377__222.4982	500__500	403.2732__336.0779	0.10163__0.47559	2.1446__2.5183	1	2.2747e-55	237.5174	181.2253	584.5953	510.4388	1.1999	0.83338
HMR_4775	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8767	0.6766	-0.1266	0.14496	2.2747e-55	2.3977e-59	3.7372e-65	412.1436__360.6659	224.1377__222.4982	500__0	403.2732__336.0779	0.10163__0.47559	2.1446__2.5183	1	2.2747e-55	237.5174	181.2253	584.5953	510.4388	1.1999	0.83338
Glutathione metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4116	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	0.0017218__0.0019198	0.00050233__0.00063272	0.0037568__0	0.0016957__0.0018993	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0014117	0.0015762	0.0019978	0.0022325	0.8928	1.1201
Glycerophospholipid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0579	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
HMR_0580	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
HMR_0581	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
HMR_0586	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
HMR_0598	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6019e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_0632	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	4.4444__4.9554	1.2966__1.6332	9.6971__0	4.3769__4.9025	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	3.6438	4.0686	5.1567	5.7626	0.8928	1.1201
HMR_8519	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Glycine, serine and threonine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4199	1.0	-0.4042	0.14872	0	0	0	-3.0674e-33__-1.9508e-17	1.4369e-33__4.441e-17	0__0	-3.1038e-33__-1.7009e-17	0.22934__0.18593	3.5282__4.6698	1	0	-3.9403e-33	-4.382e-17	-2.2861000000000002e-33	3.4926e-18	1.8248e-16	5479991513806966
HMR_4584	0.78049	0.0619	0.14505	1.9199e-14	8.7359e-15	1.1075e-19	-61.8442__-35.3818	227.2127__254.1488	-500__-500	-50.904__-25.4133	0.10963__-0.22161	4.0375__3.8702	1	1.9199e-14	-205.5	-180.0518	76.5493	123.2688	2.003	0.49924
Glycolysis / Gluconeogenesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3905	1.0	0.8256	0.14872	0	0	0	-5.0113e-14__8.2132e-15	3.9328e-14__7.0937e-15	0__0	-5.1955e-14__8.0962e-15	0.22545__0.20681	2.7245__3.8168	1	0	-7.8033e-14	3.8646e-15	-2.3739e-14	1.2242e-14	-6.4173	-0.15583
HMR_3907	1.0	-0.5392	0.14855	0	0	0	8.7533e-14__4.79e-14	4.8872e-14__3.5979e-14	0__0	9.0189e-14__4.7304e-14	-0.23162__-0.092505	2.5745__3.9941	1	0	5.5808e-14	2.4879e-14	1.235e-13	6.9809e-14	1.9066	0.52449
HMR_4097	0.0	0.832	0.14496	0	0	0	0.12537__0.29179	0.087844__0.096167	0__-1.641e-13	0.11422__0.28868	1.1309__2.3303	6.70972__22.5881	1	0	0.055437	0.23957	0.181	0.33932	0.39566	2.5274
HMR_4133	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_4137	0.51357	0.241	0.14496	1.2011e-133	1.13e-130	3.6004e-177	0.69319__0.77289	0.20223__0.25473	-1.2181e-12__-2.4444e-13	0.68266__0.76463	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.56832	0.63457	0.80428	0.89877	0.8928	1.1201
HMR_4388	0.88319	-0.0648	0.14496	1.1954e-07	1.7541e-07	3.832e-09	256.2176__244.8504	154.7309__152.8995	0.00067951__-1.9897e-13	247.411__226.3389	0.47993__0.66243	2.8643__3.119	1	1.1954e-07	130.6645	126.7121	362.1233	338.5773	1.0931	0.91483
HMR_4283	0.0	0.832	0.14496	0	0	0	0.12537__0.29179	0.087844__0.096167	0__-1.641e-13	0.11422__0.28868	1.1309__2.3303	6.70972__22.5881	1	0	0.055437	0.23957	0.181	0.33932	0.39566	2.5274
HMR_8357	1.0	0.3178	0.1518	9.0099e-237	4.1487e-243	0	0__2.0208e-15	0__5.9847e-15	0__0	0__1.567e-15	none	none	1	9.0099e-237	0.0	-1.1643e-15	0.0	5.3976e-15	0	Inf
HMR_4301	0.49286	-0.2552	0.1453	1.6557e-241	3.1296e-238	2.0861e-227	506.8417__393.1335	243.2952__237.9588	0__500	504.4006__375.7766	-0.0016453__0.35217	2.077__2.3414	1	1.6557e-241	314.0053	200.8613	701.4402	560.7209	1.3423	0.745
HMR_4355	0.0	-0.9993	0.14556	0	0	0	274.8233__0	170.9323__0	0__0	256.2657__0	none	none	1	0	137.9598	0.0	392.6554	0.0	Inf	0
HMR_4363	0.33576	-0.3624	0.14496	0	0	0	562.9485__426.528	191.6523__219.5953	1000__1000	570.8236__434.868	-0.39552__-0.24634	3.2773__3.1213	1	0	439.5847	277.0316	699.7351	581.5135	1.3126	0.76183
HMR_4365	0.73097	0.1208	0.14496	3.2201e-74	4.712e-72	5.0004e-54	-465.2658__-417.5323	168.4672__204.345	-1000__-999.91363	-465.4647__-424.973	-0.08496__0.28906	2.8729__3.3842	1	3.2201e-74	-576.4075	-560.8379	-347.8948	-285.0906	1.0953	0.91301
HMR_4368	0.16693	0.5328	0.14496	0	0	0	-234.3511__21.56822	275.6981__269.7946	-0.05259522__-1000	-229.7628__29.58225	0.06341__-0.20249	3.093__3.6478	1	0	-425.8135	-152.9202	-47.7118	204.4345	-7.7669	-0.12875
HMR_4370	0.58044	0.2361	0.14556	3.351e-147	3.3738e-153	3.5593e-145	309.8422__396.0063	215.92__241.5152	500__500	272.3856__384.797	0.71165__0.30549	2.8918__2.3054	1	3.351e-147	136.0976	195.0721	446.6146	569.4604	0.70787	1.4127
HMR_4371	0.0	-0.9976	0.14496	0	0	0	389.8367__0.02687726	243.1501__0.008858129	-6.9192e-13__0	370.2568__0.02659032	0.28275__2.3303	2.13335__22.5881	1	0	184.5443	0.022067	576.6443	0.031255	13924.497	7.1816e-05
HMR_4373	0.73095	0.1208	0.14513	3.4111e-74	4.9832e-72	5.2556e-54	-465.3278__-417.6014	168.4706__204.3508	-1000__-1000	-465.5243__-425.0381	-0.085001__0.28904	2.8731__3.3845	1	3.4111e-74	-576.4567	-560.8881	-347.9672	-285.162	1.0953	0.91303
HMR_4375	0.0	0.8018	0.14496	0	0	0	-372.7424__-64.14458	199.5215__141.5441	-987.3974__-600.4757	-350.5342__-66.93825	-0.43696__0.17607	2.7966__3.5239	1	0	-496.9324	-157.6595	-226.0537	23.7608	5.2367	0.19096
HMR_4377	0.37407	0.3746	0.14496	0	0	0	245.5383__389.3878	189.8351__237.0764	0__500	199.4985__363.4853	0.8008__0.46001	2.8731__2.4895	1	0	89.0879	199.8701	371.0487	546.6951	0.54885	1.822
HMR_4381	0.47299	-0.258	0.14496	2.5149e-265	1.5036e-261	1.1669e-203	113.4548__-17.37658	293.6815__230.0353	-500__0	91.9696__-1.28506	0.13893__-0.25274	2.6749__3.4319	1	2.5149e-265	-91.3642	-158.8895	315.7365	133.1306	-71.5683	-0.013973
HMR_4391	0.72557	-0.1644	0.14496	3.9488e-77	5.1757e-71	1.5936e-54	97.7573__63.9641	125.1062__141.545	-329.675__0	92.2443__66.7506	0.24341__-0.17589	3.0792__3.5237	1	3.9488e-77	9.3587	-23.9986	180.1293	157.4685	1.3819	0.72363
HMR_4394	0.90902	-0.0418	0.14548	0.26001	0.26005	8.9651e-07	106.6272__105.1448	87.4043__98.4092	0__0	85.4142__77.2496	1.1606__1.8666	4.5094__9.0179	0	0.26001	37.4826	32.0597	156.62	150.7099	1.1057	0.90441
HMR_4396	0.56094	-0.2096	0.14496	7.3141e-184	2.5387e-189	5.6541e-173	267.6597__188.0207	202.6156__176.0901	-87.13354__420.4313	248.0691__160.4748	0.56572__0.71378	2.8726__3.1414	1	7.3141e-184	109.6512	45.9294	394.4658	305.1588	1.5458	0.6469
HMR_4521	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6410	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6412	1.0	0.2994	0.14872	3.3474e-271	1.6397e-279	1.1073e-305	-1.9674e-16__1.7702e-18	5.4681e-16__1.1398e-18	0__0	-1.6922e-16__1.8769e-18	-0.33941__-0.1597	3.6055__3.7837	1	3.3474e-271	-5.0277e-16	1.1333e-18	1.3788e-16	2.4985e-18	-90.1595	-0.011091
HMR_7745	0.73798	-0.1053	0.14556	1.0454e-24	1.587e-24	4.2431e-47	-186.7314__-202.3623	114.1391__101.466	0__0	-166.1858__-191.5777	-0.89315__-0.49366	3.6462__3.0063	1	1.0454e-24	-252.0645	-269.0919	-99.7735	-127.1101	0.86746	1.1528
HMR_7746	0.45004	0.3117	0.14813	0	1.7897e-297	9.9361e-273	70.12601__104.5496	56.9378__72.0076	0__0	55.2508__93.2044	0.97133__0.73789	3.5296__3.1563	1	0	24.247	47.278	103.8352	149.9174	0.59279	1.6869
HMR_7747	0.72405	-0.1142	0.14565	7.1511e-43	3.3542e-45	1.1692e-40	116.6054__97.81267	99.0716__88.533	0__0	88.6148__72.6014	1.1229__1.4221	3.8908__5.2275	1	7.1511e-43	38.7223	30.6682	170.0278	139.625	1.2206	0.81929
HMR_7748	0.39444	0.3258	0.14513	0	0	0	62.74642__214.9833	273.642__200.8409	0__0	73.76324__200.3676	-0.069403__0.36442	2.7261__3.1195	1	0	-130.7692	72.4005	258.0531	339.9061	0.36814	2.7164
HMR_7749	0.37558	-0.3143	0.14642	0	0	3.1766e-316	123.9849__-12.62106	277.4163__182.8488	0__0	113.6251__-3.612212	-0.080027__-0.23912	2.8621__3.6437	1	0	-65.4121	-120.9145	323.6075	101.5398	-31.4558	-0.031791
HMR_8360	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Histidine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4658	0.0	0.6471	0.14522	0	0	0	0__97.5703	0__104.0711	0__0	0__78.7973	none	none	1	0	0.0	16.3233	0.0	159.6565	0	Inf
Miscellaneous	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4201	0.29958	0.3216	0.14496	0	0	0	113.5718__176.4316	42.36157__112.9871	-1.379209e-12__500	108.6908__156.9749	0.93837__0.83114	5.1164__3.6556	1	0	83.9121	88.4962	137.9087	248.8517	0.69241	1.4442
HMR_5127	0.216	0.4914	0.14496	0	0	0	-141.6079__-39.76951	105.0301__124.8961	-756.648__-999.5846	-120.5837__-34.96921	-1.0507__-0.32983	4.3849__4.5347	1	0	-204.3791	-110.5851	-58.6402	36.1022	3.4483	0.29
HMR_8617	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
r0707	0.62141	0.1662	0.14496	4.3087e-93	6.7051e-95	1.2813e-110	-173.6376__-137.1557	124.5025__123.7885	-500__-997.5656	-172.3137__-128.1642	-0.2654__-1.0913	3.6465__8.3608	1	4.3087e-93	-256.5307	-212.912	-85.4086	-51.3465	1.3445	0.74378
r1431	0.45537	-0.3014	0.14496	1.9469e-278	6.2788e-275	5.9657e-253	211.2446__151.3105	129.1149__105.1598	0__0	196.3653__133.3081	0.63886__0.98877	3.3172__4.4216	1	1.9469e-278	111.3184	70.1084	297.3009	214.7747	1.473	0.67888
r1433	0.36032	-0.3592	0.14496	0	0	0	340.4151__260.2182	128.728__111.0259	-2.1901e-12__-1.2987e-11	326.7396__253.6209	0.41173__0.37584	2.8005__2.9463	1	0	243.5797	177.3428	429.6291	334.4838	1.2883	0.77622
Nicotinate and nicotinamide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4262	0.51357	-0.241	0.14496	1.2011e-133	1.13e-130	3.6006e-177	-0.067152__-0.074872	0.019591__0.024676	-0.29183__-0.30875	-0.066132__-0.074073	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.077913	-0.087068	-0.055056	-0.061473	0.8928	1.1201
HMR_4269	0.51357	0.2408	0.14496	1.2011e-133	1.1299e-130	3.605e-177	0.010331__0.011519	0.003014__0.0037963	-2.117e-13__-4.2217e-12	0.010174__0.011396	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0084701	0.0094574	0.011987	0.013395	0.8928	1.1201
NMNATr	0.51357	0.241	0.14496	1.2011e-133	1.13e-130	3.6006e-177	0.067152__0.074872	0.019591__0.024676	-9.0712e-13__-4.2206e-12	0.066132__0.074073	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.055056	0.061473	0.077913	0.087068	0.8928	1.1201
Nucleotide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3968	0.056847	0.5966	0.14496	0	0	0	113.5732__180.2534	42.3618__72.3386	-1.3793e-12__-2.2822e-12	108.6923__170.1476	0.93837__0.96044	5.1164__4.806	1	0	83.9132	130.1959	137.9103	219.6181	0.63881	1.5654
HMR_4026	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.16149__-0.18005	0.047112__0.059341	-0.35234__0	-0.15903__-0.17813	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.18737	-0.20938	-0.1324	-0.14783	0.8928	1.1201
HMR_4083	0.46919	0.2548	0.14496	5.8094e-239	1.4204e-252	9.147e-242	242.4599__288.8447	89.46624__100.6694	-1.2638e-12__-9.6778e-13	234.1742__283.8537	0.44166__0.2289	2.8685__2.8672	1	5.8094e-239	175.7671	213.9863	300.1576	359.4265	0.82498	1.2121
HMR_4633	0.4553	-0.3012	0.14496	5.1376e-278	1.7353e-274	1.4351e-252	211.5316__151.6305	129.1439__105.1994	-1.3003e-12__0	196.643__133.6592	0.63932__0.98982	3.3196__4.4288	1	5.1376e-278	111.6163	70.3332	297.6702	215.1222	1.4712	0.6797
HMR_4680	0.92772	0.0254	0.14496	0.0049374	0.006126	8.1004e-05	-142.8983__-138.7786	105.1261__107.3982	-759.4634__0	-121.8414__-115.5034	-1.0518__-1.1136	4.3928__4.7273	1	0.0049374	-205.7827	-201.3379	-59.9152	-53.3411	1.0549	0.94798
HMR_7160	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.95084__1.0602	0.2774__0.3494	2.0746__0	0.9364__1.0488	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.77957	0.87043	1.1032	1.2328	0.8928	1.1201
HMR_7161	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	4.0028__4.463	1.1678__1.4709	8.7335__0	3.942__4.4154	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	3.2818	3.6643	4.6443	5.1899	0.8928	1.1201
HMR_7717	0.68628	-0.1783	0.14522	3.3035e-78	4.4119e-77	1.0832e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_7800	0.85034	-0.0392	0.14496	7.0159e-13	1.1364e-13	3.9501e-14	-294.3367__-318.392	218.5854__238.878	-1000__-1000	-288.437__-312.3833	-0.034937__0.093036	2.8441__3.4228	1	7.0159e-13	-447.9523	-477.1685	-144.3196	-164.9189	0.92334	1.083
HMR_7867	0.72952	0.1266	0.14496	4.5684e-62	2.1204e-62	1.2173e-56	171.882__203.4566	126.4706__140.0937	0__0	147.0973__181.6835	0.89549__0.75253	3.6292__3.1231	1	4.5684e-62	70.9637	93.6125	251.3402	287.1716	0.80964	1.2351
HMR_7875	0.68628	-0.1783	0.14505	3.3035e-78	4.4119e-77	1.0814e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_7883	0.68628	-0.1783	0.14505	3.3035e-78	4.4119e-77	1.0867e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_8443	0.56489	-0.2012	0.14548	2.609e-170	1.0487e-173	5.9382e-162	334.1626__257.8071	202.6893__176.9629	500__500	314.4739__228.1167	0.57202__0.7695	2.9238__3.3043	1	2.609e-170	177.7783	115.5416	459.3928	372.0152	1.3786	0.72539
HMR_8464	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8477	0.92772	-0.0256	0.14496	0.0049374	0.006126	8.101e-05	142.8983__138.7786	105.1261__107.3982	0__0	121.8414__115.5034	1.0518__1.1136	4.3928__4.7273	1	0.0049374	59.9152	53.3411	205.7827	201.3379	1.0549	0.94798
HMR_8486	0.60034	0.1908	0.14496	1.6917e-130	1.8245e-137	1.507e-120	-167.703__-97.44153	198.8507__196.1942	-860.837__0	-162.2669__-94.02913	-0.10056__0.13698	3.0439__2.9889	1	1.6917e-130	-296.7274	-235.8596	-37.0856	34.3749	1.7257	0.57947
HMR_8488	0.76193	0.071	0.14513	2.6435e-34	5.3043e-37	1.5331e-38	200.0885__227.7566	148.9156__158.2114	0__0	173.5546__204.6772	1.0585__1.036	4.7564__4.8664	1	2.6435e-34	80.9329	105.1528	290.6356	324.3718	0.84794	1.1793
HMR_8489	0.95862	0.0234	0.1453	2.702e-09	2.5042e-09	0.02525	172.5578__184.8519	133.939__156.6994	0__0	141.1318__145.2842	1.0205__1.3754	4.2092__5.3536	1	2.702e-09	65.2582	65.7804	256.35	264.0544	0.97142	1.0294
Oxidative phosphorylation	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6916	0.74945	0.1241	0.14505	8.0361e-37	2.9393e-40	1.036e-40	553.6201__590.6159	196.7389__196.2999	1000__1000	543.5618__589.3368	0.12953__-0.03187	2.2775__2.4034	1	8.0361e-37	400.2538	446.6791	698.5125	736.2761	0.92233	1.0842
HMR_6918	0.65159	0.1776	0.14513	2.8877e-98	2.7465e-104	4.3705e-93	252.5012__280.4873	84.7349__96.3219	0__0	252.5092__278.8039	0.10882__0.08234	2.7162__2.64	1	2.8877e-98	190.1495	207.7437	313.3529	352.2296	0.90569	1.1041
HMR_6921	0.83308	-0.0392	0.14513	1.0496e-13	2.4737e-14	1.063e-08	141.8907__134.2533	74.3513__67.0392	0__0	131.7037__127.8807	0.41081__0.49467	2.2386__2.6766	1	1.0496e-13	80.6792	81.4299	196.9883	178.325	1.0299	0.97097
