reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_0409	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	27.8638__30.7326	15.5166__16.02	-1.7941e-13__0	26.6134__30.0017	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	16.3416	19.0948	37.9227	41.4824	0.88706	0.88706
HMR_0413	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	0.3602__0.39728	0.20058__0.20709	-2.3192e-15__0	0.34403__0.38783	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	0.21125	0.24684	0.49023	0.53625	0.88706	0.88706
HMR_0417	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	-0.10291__-0.11351	0.05731__0.059169	-0.3969__0	-0.098295__-0.11081	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-0.14007	-0.15321	-0.060357	-0.070525	0.88706	0.88706
HMR_0421	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2372e-40	-0.10291__-0.11351	0.05731__0.059169	-0.3969__-0.19562	-0.098295__-0.11081	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-0.14007	-0.15321	-0.060357	-0.070525	0.88706	0.88706
HMR_0425	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	-0.97768__-1.0783	0.54444__0.56211	-3.7706__0	-0.9338__-1.0527	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-1.3306	-1.4555	-0.57339	-0.66999	0.88706	0.88706
HMR_0429	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2372e-40	-0.10291__-0.11351	0.05731__0.059169	-0.3969__-0.19562	-0.098295__-0.11081	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-0.14007	-0.15321	-0.060357	-0.070525	0.88706	0.88706
HMR_0433	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	-0.10291__-0.11351	0.05731__0.059169	-0.3969__-0.19562	-0.098295__-0.11081	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-0.14007	-0.15321	-0.060357	-0.070525	0.88706	0.88706
HMR_0437	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2372e-40	0.10291__0.11351	0.05731__0.059169	-6.6263e-16__0	0.098295__0.11081	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	0.060357	0.070525	0.14007	0.15321	0.88706	0.88706
Fatty acid biosynthesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
DESAT18_10	1.0	-0.1016	0.15043	3.0299e-30	2.7312e-30	1.2821e-35	-5.8408e-17__-8.4282e-17	2.1495e-16__6.9344e-17	0__0	-5.3413e-17__-8.1266e-17	-0.010523__-0.021623	3.0917__3.7002	1	3.0299e-30	-1.9693e-16	-1.2478e-16	8.3927e-17	-4.2463e-17	0.65726	0.65726
Fatty acid oxidation	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ALDD21	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
C181CPT1	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2372e-40	39.7503__43.8429	22.1358__22.854	-2.5594e-13__0	37.9665__42.8003	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	23.3128	27.2405	54.1002	59.1785	0.88706	0.88706
FAOXC2051843m	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FAOXC226205x	1.0	0.8891	0.15189	0	0	0	0__2.4513e-16	0__1.6283e-16	0__0	0__2.4037e-16	none	none	1	0	0.0	1.3794e-16	0.0	3.54e-16	0	0
HPDCACRNt	1.0	0.0536	0.15129	0.15687	0.15685	2.081e-12	6.0485e-13__0	4.2722e-11__0	0__0	-1.5673e-12__0	none	none	0	0.15687	-2.5624e-11	0.0	2.3481e-11	0.0	-Inf	-Inf
r1400	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0094624__-0.0098631	0.0030016__0.0032506	-0.020872__0	-0.0093194__-0.0097578	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.011121	-0.01147	-0.0076792	-0.008098	0.95508	0.95508
C100CPT1	0.0	0.3354	0.14548	0	0	0	0__112.3469	0__248.7009	0__0	0__109.1618	none	none	1	0	0.0	-57.826	0.0	286.4041	0	0
C120CPT1	1.0	-0.6088	0.15043	0	0	0	2.8711e-17__-2.904e-18	3.7044e-17__9.1919e-18	0__0	2.5651e-17__-3.104e-18	0.33428__0.49843	3.3556__4.3937	1	0	4.7999e-18	-7.8903e-18	5.1649e-17	1.097e-18	-8.2638	-8.2638
C12DCACOT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
C6CRNe	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FAOXC6C4m	1.0	-0.0515	0.15001	0.15352	0.1535	2.2871e-08	-6.0071e-13__9.1821e-15	4.273e-11__5.8423e-15	0__0	1.5699e-12__8.9797e-15	-0.20734__-0.14206	3.6907__3.472	0	0.15352	-2.3484e-11	5.3276e-15	2.562e-11	1.2938e-14	174.8232	174.8232
SUBERCACT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
SUBERCROT	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HXCOAc	0.57256	0.2108	0.14496	6.5619e-146	2.6488e-152	3.3222e-137	-300.2431__-197.2826	261.5155__287.0086	-4.287899e-13__-999.415	-299.5315__-199.4178	0.071439__0.13854	2.6579__2.9569	1	6.5619e-146	-492.1903	-395.4614	-117.2803	-6.3338	1.502	1.502
HXCOAx	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Folate metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3929	0.0	0.6471	0.14505	0	0	0	0__97.5703	0__104.0711	0__-183.5107	0__78.7973	none	none	1	0	0.0	16.3233	0.0	159.6565	0	0
HMR_3972	0.058487	0.5874	0.14496	0	0	0	73.96477__176.4316	44.41014__112.9871	-3.0893e-10__0	68.27586__156.9749	0.88567__0.83114	4.5863__3.6556	1	0	40.9129	88.4962	100.658	248.8517	0.43495	0.43495
HMR_4335	0.82564	0.0794	0.14496	4.7658e-15	6.0789e-15	1.474e-19	73.9663__78.8629	44.4103__44.2732	-3.0896e-10__-2.1677e-12	68.2771__75.2325	0.88568__0.9172	4.5864__5.5066	1	4.7658e-15	40.9145	46.6439	100.6597	106.3377	0.90755	0.90755
HMR_4655	0.90309	0.034	0.14496	0.00079873	0.0010974	1.0316e-05	-183.551__-180.2534	70.4964__72.3386	-799.0222__-723.2446	-175.4931__-170.1476	-0.73523__-0.96044	4.4678__4.806	1	0.00079873	-226.0452	-219.6181	-133.0573	-130.1959	1.0314	1.0314
HMR_4656	0.82564	0.0794	0.14496	4.7658e-15	6.0789e-15	1.4738e-19	73.9663__78.8629	44.4103__44.2732	-3.0896e-10__0	68.2771__75.2325	0.88568__0.9172	4.5864__5.5066	1	4.7658e-15	40.9145	46.6439	100.6597	106.3377	0.90755	0.90755
HMR_8132	0.0	0.6472	0.14496	0	0	0	12.8766__37.8145	4.08463__25.888	-1.51294e-08__17.9587	12.6821__33.1791	2.201__0.93	21.9538__3.99917	1	0	10.45	17.3314	15.1337	53.7192	0.38223	0.38223
HMR_8144	0.0	-0.6471	0.14505	0	0	0	0__-97.5703	0__104.0711	0__-712.7194	0__-78.7973	none	none	1	0	0.0	-159.6565	0.0	-16.3233	0	0
Galactose metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3944	0.72556	-0.1775	0.14522	6.8003e-56	8.6964e-53	1.4389e-49	458.3214__405.1715	251.2954__238.6448	500__500	447.1777__384.6638	0.15134__0.3241	2.1373__2.3099	1	6.8003e-56	261.1468	218.4769	649.1949	573.6566	1.1625	1.1625
HMR_4128	1.0	-0.9015	0.1483	0	0	0	1.9255e-10__-2.3126e-08	4.1143e-10__1.6504e-08	0__0	1.5502e-10__-2.2231e-08	0.37914__-0.54146	3.5108__4.4276	1	0	-6.583e-11	-3.2836e-08	4.5273e-10	-1.1739e-08	-0.0069735	-0.0069735
HMR_4131	0.82172	-0.054	0.14548	4.1026e-16	2.956e-15	4.5318e-16	385.7654__360.6659	226.8544__222.4982	500__500	367.5304__336.0779	0.2989__0.47559	2.288__2.5183	1	4.1026e-16	205.8687	181.2253	551.8736	510.4388	1.0936	1.0936
HMR_4775	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8767	0.82172	-0.0535	0.14505	4.1026e-16	2.956e-15	4.5341e-16	385.7654__360.6659	226.8544__222.4982	500__0	367.5304__336.0779	0.2989__0.47559	2.288__2.5183	1	4.1026e-16	205.8687	181.2253	551.8736	510.4388	1.0936	1.0936
Glutathione metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4116	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0018418__0.0019198	0.00058425__0.00063272	-3.3642e-14__0	0.001814__0.0018993	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0014947	0.0015762	0.0021647	0.0022325	0.95508	0.95508
Glycerophospholipid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0579	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
HMR_0580	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
HMR_0581	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
HMR_0586	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
HMR_0598	0.79755	0.0806	0.14496	2.0684e-18	1.4785e-19	2.8817e-28	0.0015771__0.0016438	0.00050027__0.00054177	0__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_0632	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	4.7541__4.9554	1.5081__1.6332	10.4863__0	4.6823__4.9025	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	3.8582	4.0686	5.5874	5.7626	0.95508	0.95508
HMR_8519	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Glycine, serine and threonine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4199	1.0	-0.4079	0.15189	0	0	0	0__-1.9508e-17	0__4.441e-17	0__0	0__-1.7009e-17	none	none	1	0	0.0	-4.382e-17	0.0	3.4926e-18	0	0
HMR_4584	0.63805	0.1581	0.14505	3.8781e-74	8.6784e-78	2.1022e-76	-101.1421__-35.38181	241.6378__254.1488	-1000__-500	-81.7742__-25.4133	-0.32005__-0.22161	3.5364__3.8702	1	3.8781e-74	-243.8405	-180.0518	54.1836	123.2688	3.2178	3.2178
Glycolysis / Gluconeogenesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3905	1.0	0.7131	0.1512	0	0	0	-3.1998e-14__8.2132e-15	4.3203e-14__7.0937e-15	0__0	-2.9385e-14__8.0962e-15	-0.29234__0.20681	3.8643__3.8168	1	0	-5.5374e-14	3.8646e-15	-5.1381e-15	1.2242e-14	-3.6295	-3.6295
HMR_3907	1.0	0.7981	0.15103	0	0	0	-1.9103e-12__4.79e-14	1.7613e-12__3.5979e-14	0__0	-1.7141e-12__4.7304e-14	-0.63466__-0.092505	4.8265__3.9941	1	0	-2.8647e-12	2.4879e-14	-8.6341e-13	6.9809e-14	-36.2355	-36.2355
HMR_4097	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8833e-28	0.27994__0.29179	0.0888__0.096167	0__-1.641e-13	0.27571__0.28868	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.22718	0.23957	0.32901	0.33932	0.95508	0.95508
HMR_4133	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_4137	0.79755	0.081	0.14496	2.0684e-18	1.4785e-19	2.8793e-28	0.74149__0.77289	0.23521__0.25473	-7.01e-11__-2.4444e-13	0.73029__0.76463	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.60175	0.63457	0.87146	0.89877	0.95508	0.95508
HMR_4388	0.58324	0.2246	0.14496	6.5057e-163	3.9144e-167	2.1951e-147	189.1019__244.8504	129.5474__152.8995	-1.7401e-11__-1.9897e-13	168.3916__226.3389	0.74403__0.66243	3.3321__3.119	1	6.5057e-163	85.4665	126.7121	274.3368	338.5773	0.74398	0.74398
HMR_4283	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.885e-28	0.27994__0.29179	0.0888__0.096167	0__-1.641e-13	0.27571__0.28868	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.22718	0.23957	0.32901	0.33932	0.95508	0.95508
HMR_8357	1.0	0.3178	0.1518	9.0099e-237	4.1487e-243	0	0__2.0208e-15	0__5.9847e-15	0__0	0__1.567e-15	none	none	1	9.0099e-237	0.0	-1.1643e-15	0.0	5.3976e-15	0	0
HMR_4301	0.30989	-0.4161	0.14522	0	0	0	564.2043__393.1335	238.5021__237.9588	0__500	567.465__375.7766	-0.13105__0.35217	2.2138__2.3414	1	0	389.2108	200.8613	754.3134	560.7209	1.5101	1.5101
HMR_4355	0.0	-0.9987	0.14573	0	0	0	305.1021__0	182.1734__0	0__0	287.8938__0	none	none	1	0	164.3727	0.0	430.9968	0.0	Inf	Inf
HMR_4363	0.68197	-0.1059	0.14505	7.6046e-64	1.5518e-66	6.646e-60	477.7178__426.528	198.4377__219.5953	1000__1000	483.5707__434.868	-0.20368__-0.24634	2.9579__3.1213	1	7.6046e-64	350.3762	277.0316	615.9564	581.5135	1.112	1.112
HMR_4365	0.83399	0.013	0.14496	6.5188e-10	1.2231e-09	0.0002025	-433.414__-417.5323	162.706__204.345	-999.8537__-999.9136	-431.9522__-424.973	-0.12707__0.28906	2.848__3.3842	1	6.5188e-10	-547.4582	-560.8379	-317.488	-285.0906	1.0164	1.0164
HMR_4368	0.62856	0.1438	0.14496	1.2983e-89	4.6408e-94	4.7605e-98	-59.0267__21.5682	281.131__269.7946	499.9431__-1000	-53.9128__29.5822	0.048283__-0.20249	2.8287__3.6478	1	1.2983e-89	-260.1656	-152.9202	139.1104	204.4345	-1.8225	-1.8225
HMR_4370	0.54431	-0.1928	0.14565	5.9356e-161	7.4875e-162	1.0964e-158	492.4812__396.0063	256.8916__241.5152	500__500	500.9517__384.797	-0.074399__0.30549	2.1012__2.3054	1	5.9356e-161	299.947	195.0721	690.2152	569.4604	1.3019	1.3019
HMR_4371	0.79755	0.0806	0.14496	2.0684e-18	1.4785e-19	2.8822e-28	0.025785__0.026877	0.0081795__0.0088581	-1.608e-12__0	0.025396__0.02659	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.020926	0.022067	0.030305	0.031255	0.95508	0.95508
HMR_4373	0.83404	0.0129	0.14505	6.5724e-10	1.2326e-09	0.00020364	-433.4803__-417.6014	162.7108__204.3508	-1000__-1000	-432.017__-425.0381	-0.12714__0.28904	2.8482__3.3845	1	6.5724e-10	-547.5194	-560.8881	-317.5532	-285.162	1.0164	1.0164
HMR_4375	0.0	0.8622	0.14496	0	0	0	-418.4336__-64.14458	198.1268__141.5441	-500__-600.4757	-415.7043__-66.93825	0.091916__0.17607	3.3168__3.5239	1	0	-554.9454	-157.6595	-277.792	23.7608	6.2103	6.2103
HMR_4377	0.37883	0.3634	0.14513	0	0	0	253.8414__389.3878	186.744__237.0764	0__500	220.1284__363.4853	0.84296__0.46001	3.3031__2.4895	1	0	105.4161	199.8701	367.0387	546.6951	0.6056	0.6056
HMR_4381	0.386	0.3174	0.14496	7.5519e-296	1.9063e-305	1.7678e-315	-159.7535__-17.37658	295.5034__230.0353	-500__0	-155.6379__-1.28506	0.12528__-0.25274	2.9583__3.4319	1	7.5519e-296	-364.4579	-158.8895	33.1812	133.1306	121.1133	121.1133
HMR_4391	0.5577	-0.2186	0.14496	1.3666e-164	5.4266e-153	3.6401e-148	113.1584__63.96412	119.2617__141.545	0__0	114.374__66.75064	-0.36078__-0.17589	4.971__3.5237	1	1.3666e-164	36.1684	-23.9986	193.5023	157.4685	1.7135	1.7135
HMR_4394	0.94807	-0.0098	0.14548	0.020508	0.023094	0.75894	102.0996__105.1448	90.9882__98.4092	0__0	78.893__77.2496	1.6127__1.8666	7.0931__9.0179	1	0.020508	33.4519	32.0597	145.9412	150.7099	1.0213	1.0213
HMR_4396	0.90065	-0.041	0.14496	1.4735e-09	7.5867e-10	3.1738e-07	203.9681__188.0207	189.986__176.0901	-161.423__420.4313	181.1263__160.4748	0.65562__0.71378	3.0248__3.1414	1	1.4735e-09	52.9679	45.9294	325.9396	305.1588	1.1287	1.1287
HMR_4521	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6410	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6412	1.0	0.8513	0.15189	0	0	0	0__1.7702e-18	0__1.1398e-18	0__0	0__1.8769e-18	none	none	1	0	0.0	1.1333e-18	0.0	2.4985e-18	0	0
HMR_7745	0.84941	0.0096	0.1465	1.2283e-10	8.7925e-11	0.00090782	-212.5294__-202.3623	119.3635__101.466	0__0	-196.1031__-191.5777	-0.70996__-0.49366	3.5187__3.0063	1	1.2283e-10	-288.4317	-269.0919	-121.2784	-127.1101	1.0236	1.0236
HMR_7746	0.72574	0.116	0.15026	2.712e-12	2.9676e-11	1.2268e-48	96.89465__104.5496	89.7666__72.0076	0__0	74.699__93.2044	2.0224__0.73789	9.8159__3.1563	1	2.712e-12	32.8752	47.278	132.2197	149.9174	0.80145	0.80145
HMR_7747	0.733	-0.0869	0.14693	6.6098e-41	1.839e-41	6.671e-41	115.6348__97.81267	97.6792__88.533	0__0	90.8494__72.6014	1.2109__1.4221	4.4926__5.2275	1	6.6098e-41	38.8495	30.6682	168.1525	139.625	1.2513	1.2513
HMR_7748	0.76687	-0.0119	0.14573	0.01853	0.016771	0.21788	207.2175__214.9833	255.1017__200.8409	0__0	201.6684__200.3676	-0.016864__0.36442	2.8647__3.1195	1	0.01853	35.9364	72.4005	384.7625	339.9061	1.0065	1.0065
HMR_7749	0.68125	-0.0528	0.1477	1.8199e-08	9.9458e-09	7.2692e-12	5.31197__-12.6211	253.7236__182.8488	0__0	11.8526__-3.61221	-0.20223__-0.23912	3.1049__3.6437	1	1.8199e-08	-154.255	-120.9145	172.2826	101.5398	-3.2813	-3.2813
HMR_8360	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Histidine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4658	0.0	0.6471	0.14522	0	0	0	0__97.5703	0__104.0711	0__0	0__78.7973	none	none	1	0	0.0	16.3233	0.0	159.6565	0	0
Miscellaneous	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4201	0.058487	0.5876	0.14496	0	0	0	73.96477__176.4316	44.41014__112.9871	-3.089277e-10__500	68.27586__156.9749	0.88567__0.83114	4.5863__3.6556	1	0	40.9129	88.4962	100.658	248.8517	0.43495	0.43495
HMR_5127	0.15605	0.5262	0.14496	0	0	0	-155.744__-39.76951	110.1911__124.8961	-325.8333__-999.5846	-137.0476__-34.96921	-1.0684__-0.32983	5.4311__4.5347	1	0	-221.712	-110.5851	-70.3523	36.1022	3.9191	3.9191
HMR_8617	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
r0707	0.80827	0.0794	0.14496	5.8533e-14	4.3761e-14	4.716e-21	-150.7003__-137.1557	129.6902__123.7885	-950.0064__-997.5656	-148.3313__-128.1642	-0.35446__-1.0913	4.5893__8.3608	1	5.8533e-14	-233.6588	-212.912	-65.5545	-51.3465	1.1574	1.1574
r1431	0.93275	0.0031	0.14505	0.041797	0.046826	0.63566	154.3546__151.3105	111.3029__105.1598	0__0	133.3278__133.3081	0.89437__0.98877	3.6325__4.4216	1	0.041797	65.8244	70.1084	220.9208	214.7747	1.0001	1.0001
r1433	0.82059	0.0776	0.14496	6.8371e-21	8.1699e-20	7.5428e-24	245.653__260.2182	114.79__111.0259	-5.178e-13__-1.2987e-11	235.1421__253.6209	0.5242__0.37584	3.0926__2.9463	1	6.8371e-21	159.1929	177.3428	321.1856	334.4838	0.92714	0.92714
Nicotinate and nicotinamide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4262	0.79755	-0.0812	0.14496	2.0684e-18	1.4785e-19	2.8752e-28	-0.071831__-0.074872	0.022786__0.024676	-0.31688__-0.30875	-0.070746__-0.074073	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.084422	-0.087068	-0.058294	-0.061473	0.95508	0.95508
HMR_4269	0.79755	0.081	0.14496	2.0684e-18	1.4785e-19	2.878e-28	0.011051__0.011519	0.0035055__0.0037963	-8.491e-10__-4.2217e-12	0.010884__0.011396	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0089683	0.0094574	0.012988	0.013395	0.95508	0.95508
NMNATr	0.79755	0.0812	0.14496	2.0684e-18	1.4785e-19	2.8752e-28	0.071831__0.074872	0.022786__0.024676	-8.2953e-13__-4.2206e-12	0.070746__0.074073	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.058294	0.061473	0.084422	0.087068	0.95508	0.95508
Nucleotide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3968	0.90309	-0.034	0.14496	0.00079873	0.0010974	1.0316e-05	183.551__180.2534	70.4964__72.3386	-3.0893e-10__-2.2822e-12	175.4931__170.1476	0.73523__0.96044	4.4678__4.806	1	0.00079873	133.0573	130.1959	226.0452	219.6181	1.0314	1.0314
HMR_4026	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.17274__-0.18005	0.054795__0.059341	-0.38102__0	-0.17013__-0.17813	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.20302	-0.20938	-0.14019	-0.14783	0.95508	0.95508
HMR_4083	0.79348	0.0724	0.14496	4.0669e-30	1.0044e-25	1.2998e-25	274.5459__288.8447	91.70242__100.6694	-1.2454e-10__-9.6778e-13	268.2589__283.8537	0.41977__0.2289	3.289__2.8672	1	4.0669e-30	207.5964	213.9863	334.4602	359.4265	0.94506	0.94506
HMR_4633	0.93357	0.0038	0.14496	0.042748	0.047843	0.64149	154.6616__151.6305	111.332__105.1994	0__0	133.6271__133.6592	0.89471__0.98982	3.6347__4.4288	1	0.042748	66.1664	70.3332	221.2586	215.1222	0.99976	0.99976
HMR_4680	0.76419	0.101	0.14496	2.9829e-33	1.239e-32	8.4204e-40	-157.1243__-138.7786	110.2877__107.3982	0__0	-138.4971__-115.5034	-1.0674__-1.1136	5.421__4.7273	1	2.9829e-33	-223.135	-201.3379	-71.5827	-53.3411	1.1991	1.1991
HMR_7160	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	1.0171__1.0602	0.32264__0.3494	-1.8578e-11__0	1.0017__1.0488	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.82542	0.87043	1.1954	1.2328	0.95508	0.95508
HMR_7161	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	4.2817__4.463	1.3582__1.4709	-7.8209e-11__0	4.217__4.4154	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	3.4748	3.6643	5.0322	5.1899	0.95508	0.95508
HMR_7717	0.67122	0.1289	0.14505	1.3813e-76	2.8655e-65	7.0528e-59	91.29838__108.9077	68.7572__76.467	0__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_7800	0.44944	-0.2853	0.14505	1.2718e-274	6.6903e-267	4.7035e-263	-202.6249__-318.392	222.7798__238.878	-1000__-1000	-199.4706__-312.3833	-0.0007422__0.093036	3.3483__3.4228	1	1.2718e-274	-352.0058	-477.1685	-60.9064	-164.9189	0.63854	0.63854
HMR_7867	0.72013	0.1087	0.14505	6.043e-60	5.7931e-62	2.5483e-56	171.905__203.4566	127.2909__140.0937	0__0	149.388__181.6835	0.82053__0.75253	3.2872__3.1231	1	6.043e-60	66.2419	93.6125	252.7114	287.1716	0.82224	0.82224
HMR_7875	0.67122	0.1295	0.14505	1.3813e-76	2.8655e-65	7.0408e-59	91.29838__108.9077	68.7572__76.467	0__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_7883	0.67122	0.129	0.14496	1.3813e-76	2.8655e-65	7.0674e-59	91.29838__108.9077	68.7572__76.467	-2.9316e-13__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_8443	0.85375	-0.0657	0.14556	3.2459e-18	9.4814e-19	1.0854e-14	280.8614__257.8071	191.1744__176.9629	500__500	255.2991__228.1167	0.73115__0.7695	3.178__3.3043	1	3.2459e-18	128.2004	115.5416	401.1242	372.0152	1.1192	1.1192
HMR_8464	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
